city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Ibiassucê,2912004,1087,12036.31934,2021-12-01,0.0046,5,9031.0,9224.0,True,438,city,BA
Ibicaraí,2912103,2288,10702.59145,2021-12-01,0.028,64,21378.0,21689.0,True,503,city,BA
Ibicoara,2912202,1026,5185.48469,2021-12-01,0.0107,11,19786.0,19571.0,True,440,city,BA
Ibicuí,2912301,1273,7843.49969,2021-12-01,0.022,28,16230.0,16198.0,True,460,city,BA
Ibipeba,2912400,1033,5638.95409,2021-12-01,0.0126,13,18319.0,18211.0,True,465,city,BA
Ibipitanga,2912509,1303,8717.46839,2021-12-01,0.0169,22,14947.0,14902.0,True,460,city,BA
Ibiquera,2912608,151,3732.08107,2021-12-01,0.0397,6,4046.0,4044.0,True,438,city,BA
Ibirapitanga,2912707,1786,7631.17416,2021-12-01,0.0218,39,23404.0,23375.0,True,493,city,BA
Ibirapuã,2912806,1183,13613.34868,2021-12-01,0.0152,18,8690.0,8637.0,True,472,city,BA
Ibirataia,2912905,2379,15985.7546,2021-12-01,0.0177,42,14882.0,15312.0,True,520,city,BA
Ibitiara,2913002,831,5066.14644,2021-12-01,0.0132,11,16403.0,16339.0,True,480,city,BA
Ibititá,2913101,1498,8770.4918,2021-12-01,0.0174,26,17080.0,17113.0,True,419,city,BA
Ibotirama,2913200,1363,5047.58731,2021-12-01,0.0367,50,27003.0,26927.0,True,519,city,BA
Ichu,2913309,467,7508.03859,2021-12-01,0.0086,4,6220.0,6206.0,True,438,city,BA
Igaporã,2913408,519,3316.29393,2021-12-01,0.0462,24,15650.0,15640.0,True,435,city,BA
Igrapiúna,2913457,795,6072.87449,2021-12-01,0.0176,14,13091.0,13226.0,True,480,city,BA
Iguaí,2913507,1174,4354.1149,2021-12-01,0.0332,39,26963.0,26916.0,True,467,city,BA
Ilhéus,2913606,22296,13941.70945,2021-12-01,0.026,579,159923.0,162327.0,True,531,city,BA
Importados/Indefinidos,,12439,,2021-12-01,0.0244,304,,,True,532,city,BA
Inhambupe,2913705,2605,6458.73106,2021-12-01,0.0165,43,40333.0,39926.0,True,480,city,BA
Ipecaetá,2913804,489,3406.7159,2021-12-01,0.0266,13,14354.0,14487.0,True,480,city,BA
Ipiaú,2913903,3368,7334.17534,2021-12-01,0.0249,84,45922.0,45873.0,True,529,city,BA
Ipirá,2914000,2635,4433.41465,2021-12-01,0.0258,68,59435.0,59595.0,True,505,city,BA
Ipupiara,2914109,271,2734.33559,2021-12-01,0.0221,6,9911.0,9865.0,True,412,city,BA
Irajuba,2914208,344,4725.92389,2021-12-01,0.0058,2,7279.0,7260.0,True,430,city,BA
Iramaia,2914307,450,5489.81335,2021-12-01,0.0333,15,8197.0,8537.0,True,459,city,BA
Iraquara,2914406,1806,7088.46848,2021-12-01,0.0105,19,25478.0,25216.0,True,442,city,BA
Irará,2914505,2023,6934.49422,2021-12-01,0.0143,29,29173.0,29034.0,True,484,city,BA
Irecê,2914604,10454,14218.48648,2021-12-01,0.0144,151,73524.0,72967.0,True,510,city,BA
Itabela,2914653,1923,6254.26871,2021-12-01,0.0374,72,30747.0,30584.0,True,505,city,BA
Itaberaba,2914703,7645,11825.94437,2021-12-01,0.0198,151,64646.0,64489.0,True,505,city,BA
Itabuna,2914802,34822,16295.94965,2021-12-01,0.0204,712,213685.0,213223.0,True,537,city,BA
Itacaré,2914901,1257,4382.234,2021-12-01,0.0215,27,28684.0,28296.0,True,500,city,BA
Itaeté,2915007,420,2607.07635,2021-12-01,0.0262,11,16110.0,16056.0,True,473,city,BA
Itagi,2915106,969,7915.37331,2021-12-01,0.0237,23,12242.0,12351.0,True,517,city,BA
Itagibá,2915205,1247,8628.56352,2021-12-01,0.0233,29,14452.0,14579.0,True,528,city,BA
Itagimirim,2915304,697,10212.45421,2021-12-01,0.0215,15,6825.0,6869.0,True,436,city,BA
Itaguaçu da Bahia,2915353,671,4614.22088,2021-12-01,0.0119,8,14542.0,14429.0,True,476,city,BA
Itaju do Colônia,2915403,410,6215.88842,2021-12-01,0.0146,6,6596.0,6682.0,True,442,city,BA
Itajuípe,2915502,2781,13633.68958,2021-12-01,0.0198,55,20398.0,20491.0,True,525,city,BA
Itamaraju,2915601,8019,12441.23807,2021-12-01,0.0198,159,64455.0,64486.0,True,527,city,BA
Itamari,2915700,557,6959.89004,2021-12-01,0.0197,11,8003.0,8035.0,True,505,city,BA
Itambé,2915809,1921,8442.47165,2021-12-01,0.0104,20,22754.0,23049.0,True,451,city,BA
Itanagra,2915908,323,5018.64512,2021-12-01,0.0248,8,6436.0,6441.0,True,474,city,BA
Itanhém,2916005,1408,7289.29385,2021-12-01,0.0284,40,19316.0,19405.0,True,472,city,BA
Itaparica,2916104,1426,6384.0265,2021-12-01,0.0266,38,22337.0,22228.0,True,499,city,BA
Itapé,2916203,825,9676.28431,2021-12-01,0.0352,29,8526.0,8761.0,True,512,city,BA
Itapebi,2916302,733,7175.72198,2021-12-01,0.0341,25,10215.0,10259.0,True,516,city,BA
Itapetinga,2916401,6206,8081.25529,2021-12-01,0.0245,152,76795.0,76147.0,True,521,city,BA
Itapicuru,2916500,1629,4539.7542,2021-12-01,0.0147,24,35883.0,35576.0,True,485,city,BA
Itapitanga,2916609,933,9060.01165,2021-12-01,0.0161,15,10298.0,10313.0,True,486,city,BA
Itaquara,2916708,698,8362.28585,2021-12-01,0.0129,9,8347.0,8319.0,True,466,city,BA
Itarantim,2916807,731,3683.91876,2021-12-01,0.0383,28,19843.0,19747.0,True,520,city,BA
Itatim,2916856,857,5894.49068,2021-12-01,0.0303,26,14539.0,14487.0,True,517,city,BA
Itiruçu,2916906,1005,8022.03065,2021-12-01,0.0249,25,12528.0,12576.0,True,456,city,BA
Itiúba,2917003,1696,4695.97962,2021-12-01,0.023,39,36116.0,36089.0,True,477,city,BA
Itororó,2917102,3370,16529.33098,2021-12-01,0.0101,34,20388.0,20382.0,True,527,city,BA
Ituaçu,2917201,1937,10178.66527,2021-12-01,0.0134,26,19030.0,18962.0,True,464,city,BA
Ituberá,2917300,1896,6597.07724,2021-12-01,0.0269,51,28740.0,28602.0,True,516,city,BA
Iuiu,2917334,945,8578.43137,2021-12-01,0.0127,12,11016.0,10994.0,True,458,city,BA
Jaborandi,2917359,751,9073.33575,2021-12-01,0.0133,10,8277.0,8385.0,True,472,city,BA
Jacaraci,2917409,820,5521.88552,2021-12-01,0.022,18,14850.0,14842.0,True,474,city,BA
Jacobina,2917508,7262,9006.01476,2021-12-01,0.0151,110,80635.0,80518.0,True,489,city,BA
Jaguaquara,2917607,6169,11283.44887,2021-12-01,0.0104,64,54673.0,54423.0,True,515,city,BA
Jaguarari,2917706,2260,6697.09003,2021-12-01,0.0221,50,33746.0,33570.0,True,497,city,BA
Jaguaripe,2917805,1039,5473.89495,2021-12-01,0.0202,21,18981.0,18788.0,True,475,city,BA
Jandaíra,2917904,639,5957.48648,2021-12-01,0.0203,13,10726.0,10709.0,True,462,city,BA
Jequié,2918001,18159,11630.99035,2021-12-01,0.0219,397,156126.0,155966.0,True,533,city,BA
Jeremoabo,2918100,2257,5552.13894,2021-12-01,0.0208,47,40651.0,40463.0,True,456,city,BA
Jiquiriçá,2918209,1049,7206.15511,2021-12-01,0.0257,27,14557.0,14537.0,True,471,city,BA
Jitaúna,2918308,1001,9261.65803,2021-12-01,0.03,30,10808.0,11166.0,True,489,city,BA
João Dourado,2918357,1792,7054.56263,2021-12-01,0.0285,51,25402.0,25188.0,True,467,city,BA
Juazeiro,2918407,18752,8595.44742,2021-12-01,0.0222,417,218162.0,216707.0,True,533,city,BA
Jucuruçu,2918456,918,10213.61816,2021-12-01,0.012,11,8988.0,9126.0,True,437,city,BA
Jussara,2918506,710,4652.07705,2021-12-01,0.0155,11,15262.0,15284.0,True,460,city,BA
Jussari,2918555,663,11494.45215,2021-12-01,0.0166,11,5768.0,5833.0,True,494,city,BA
Jussiape,2918605,368,6157.96519,2021-12-01,0.0245,9,5976.0,6186.0,True,492,city,BA
Lafaiete Coutinho,2918704,438,11860.2762,2021-12-01,0.0137,6,3693.0,3724.0,True,483,city,BA
Lagoa Real,2918753,859,5447.05136,2021-12-01,0.0116,10,15770.0,15665.0,True,420,city,BA
Laje,2918803,1928,8022.63648,2021-12-01,0.0171,33,24032.0,23840.0,True,500,city,BA
Lajedão,2918902,490,12327.04403,2021-12-01,0.0163,8,3975.0,3955.0,True,472,city,BA
Lajedinho,2919009,299,7956.35977,2021-12-01,0.0033,1,3758.0,3783.0,True,427,city,BA
Lajedo do Tabocal,2919058,703,8196.33905,2021-12-01,0.0199,14,8577.0,8562.0,True,499,city,BA
Lamarão,2919108,435,5310.70687,2021-12-01,0.0184,8,8191.0,8307.0,True,472,city,BA
Lapão,2919157,2318,8498.93672,2021-12-01,0.0151,35,27274.0,27223.0,True,475,city,BA
Lauro de Freitas,2919207,24016,11910.63059,2021-12-01,0.0222,532,201635.0,198440.0,True,537,city,BA
Lençóis,2919306,1093,9505.17436,2021-12-01,0.0165,18,11499.0,11409.0,True,438,city,BA
Licínio de Almeida,2919405,456,3685.44411,2021-12-01,0.0219,10,12373.0,12388.0,True,502,city,BA
Livramento de Nossa Senhora,2919504,3336,7242.4124,2021-12-01,0.0207,69,46062.0,45732.0,True,500,city,BA
Luís Eduardo Magalhães,2919553,13430,14895.41048,2021-12-01,0.0113,152,90162.0,87519.0,True,514,city,BA
Macajuba,2919603,842,7430.28592,2021-12-01,0.0107,9,11332.0,11348.0,True,449,city,BA
Macarani,2919702,925,4891.85044,2021-12-01,0.0259,24,18909.0,18755.0,True,469,city,BA
Macaúbas,2919801,2416,4816.4909,2021-12-01,0.0099,24,50161.0,49826.0,True,464,city,BA
Macururé,2919900,336,4314.88378,2021-12-01,0.0268,9,7787.0,7824.0,True,438,city,BA
Madre de Deus,2919926,2899,13526.50243,2021-12-01,0.0162,47,21432.0,21093.0,True,490,city,BA
Maetinga,2919959,294,10636.75832,2021-12-01,0.0238,7,2764.0,3161.0,True,462,city,BA
Maiquinique,2920007,940,9210.26847,2021-12-01,0.0138,13,10206.0,10112.0,True,467,city,BA
Mairi,2920106,1350,7257.28416,2021-12-01,0.0119,16,18602.0,18676.0,True,474,city,BA
Malhada,2920205,617,3659.33219,2021-12-01,0.0357,22,16861.0,16845.0,True,458,city,BA
Malhada de Pedras,2920304,449,5371.45592,2021-12-01,0.02,9,8359.0,8393.0,True,463,city,BA
Manoel Vitorino,2920403,1333,10185.68045,2021-12-01,0.0248,33,13087.0,13240.0,True,485,city,BA
Mansidão,2920452,219,1594.58279,2021-12-01,0.0365,8,13734.0,13643.0,True,465,city,BA
Maracás,2920502,3739,18334.7227,2021-12-01,0.0193,72,20393.0,20834.0,True,496,city,BA
Maragogipe,2920601,2399,5355.74755,2021-12-01,0.0204,49,44793.0,44677.0,True,501,city,BA
Maraú,2920700,1795,8706.40733,2021-12-01,0.0106,19,20617.0,20570.0,True,496,city,BA
Marcionílio Souza,2920809,579,5578.03468,2021-12-01,0.0328,19,10380.0,10406.0,True,470,city,BA
Mascote,2920908,853,6218.56091,2021-12-01,0.027,23,13717.0,13822.0,True,472,city,BA
Mata de São João,2921005,4498,9544.62505,2021-12-01,0.0156,70,47126.0,46583.0,True,497,city,BA
Matina,2921054,461,3753.15477,2021-12-01,0.0195,9,12283.0,12201.0,True,461,city,BA
Medeiros Neto,2921104,2899,12761.92992,2021-12-01,0.0204,59,22716.0,22688.0,True,525,city,BA
Miguel Calmon,2921203,2697,10415.54028,2021-12-01,0.0122,33,25894.0,26023.0,True,480,city,BA
Milagres,2921302,657,6031.39631,2021-12-01,0.0107,7,10893.0,10950.0,True,465,city,BA
Mirangaba,2921401,556,3009.63516,2021-12-01,0.0162,9,18474.0,18338.0,True,480,city,BA
Mirante,2921450,535,6333.60957,2021-12-01,0.015,8,8447.0,8641.0,True,507,city,BA
Monte Santo,2921500,1537,3119.03892,2021-12-01,0.0416,64,49278.0,49418.0,True,479,city,BA
Morpará,2921609,341,4013.18112,2021-12-01,0.0411,14,8497.0,8519.0,True,505,city,BA
Morro do Chapéu,2921708,2655,7491.53499,2021-12-01,0.0109,29,35440.0,35413.0,True,482,city,BA
Mortugaba,2921807,966,8015.26718,2021-12-01,0.0135,13,12052.0,12042.0,True,458,city,BA
Mucugê,2921906,573,6446.16942,2021-12-01,0.0192,11,8889.0,9062.0,True,505,city,BA
Mucuri,2922003,4095,9692.07829,2021-12-01,0.0168,69,42251.0,41748.0,True,481,city,BA
Mulungu do Morro,2922052,637,5968.3313,2021-12-01,0.0188,12,10673.0,10889.0,True,464,city,BA
Mundo Novo,2922102,904,3351.87245,2021-12-01,0.0088,8,26970.0,26776.0,True,481,city,BA
Muniz Ferreira,2922201,932,12521.83259,2021-12-01,0.0032,3,7443.0,7422.0,True,466,city,BA
Muquém do São Francisco,2922250,668,5850.92406,2021-12-01,0.012,8,11417.0,11348.0,True,458,city,BA
Muritiba,2922300,2432,8269.29616,2021-12-01,0.0119,29,29410.0,29399.0,True,481,city,BA
Mutuípe,2922409,2315,10389.5521,2021-12-01,0.0117,27,22282.0,22221.0,True,477,city,BA
Nazaré,2922508,2752,9624.39673,2021-12-01,0.0193,53,28594.0,28525.0,True,492,city,BA
Nilo Peçanha,2922607,686,4872.50515,2021-12-01,0.0233,16,14079.0,13997.0,True,500,city,BA
Nordestina,2922656,682,5180.79611,2021-12-01,0.044,30,13164.0,13130.0,True,493,city,BA
Nova Canaã,2922706,736,4468.18844,2021-12-01,0.0299,22,16472.0,16462.0,True,458,city,BA
Nova Fátima,2922730,734,9384.98913,2021-12-01,0.0068,5,7821.0,7812.0,True,471,city,BA
Nova Ibiá,2922755,607,9261.51968,2021-12-01,0.0362,22,6554.0,6591.0,True,480,city,BA
Nova Itarana,2922805,751,9071.14386,2021-12-01,0.012,9,8279.0,8226.0,True,439,city,BA
Nova Redenção,2922854,213,2334.7583,2021-12-01,0.0188,4,9123.0,9118.0,True,451,city,BA
Nova Soure,2922904,857,3174.30921,2021-12-01,0.0315,27,26998.0,26947.0,True,526,city,BA
Nova Viçosa,2923001,3083,7041.54581,2021-12-01,0.0165,51,43783.0,43376.0,True,488,city,BA
Novo Horizonte,2923035,502,4008.94426,2021-12-01,0.0199,10,12522.0,12385.0,True,449,city,BA
Novo Triunfo,2923050,655,4241.40387,2021-12-01,0.0122,8,15443.0,15440.0,True,466,city,BA
Olindina,2923100,1467,5183.013,2021-12-01,0.0164,24,28304.0,28229.0,True,474,city,BA
Oliveira dos Brejinhos,2923209,1152,5281.98074,2021-12-01,0.0148,17,21810.0,21825.0,True,500,city,BA
Ouriçangas,2923308,552,6441.07351,2021-12-01,0.0181,10,8570.0,8564.0,True,520,city,BA
Ourolândia,2923357,1715,9793.84387,2021-12-01,0.0087,15,17511.0,17451.0,True,466,city,BA
Palmas de Monte Alto,2923407,1026,4707.28574,2021-12-01,0.0175,18,21796.0,21750.0,True,462,city,BA
Palmeiras,2923506,362,3990.73972,2021-12-01,0.0276,10,9071.0,9019.0,True,520,city,BA
Paramirim,2923605,685,3157.40954,2021-12-01,0.0292,20,21695.0,21607.0,True,510,city,BA
Paratinga,2923704,1649,5130.51865,2021-12-01,0.0194,32,32141.0,32000.0,True,476,city,BA
Paripiranga,2923803,1460,5024.43389,2021-12-01,0.0212,31,29058.0,28989.0,True,466,city,BA
Pau Brasil,2923902,1009,10417.09684,2021-12-01,0.0248,25,9686.0,9831.0,True,493,city,BA
Paulo Afonso,2924009,8950,7551.72297,2021-12-01,0.0266,238,118516.0,117782.0,True,504,city,BA
Pé de Serra,2924058,1697,12518.44202,2021-12-01,0.0053,9,13556.0,13578.0,True,460,city,BA
Pedrão,2924108,352,4760.61672,2021-12-01,0.0085,3,7394.0,7347.0,True,465,city,BA
Pedro Alexandre,2924207,551,3302.96128,2021-12-01,0.0163,9,16682.0,16667.0,True,466,city,BA
Piatã,2924306,1396,8219.50071,2021-12-01,0.0215,30,16984.0,17123.0,True,480,city,BA
Pilão Arcado,2924405,803,2282.87136,2021-12-01,0.0286,23,35175.0,35048.0,True,492,city,BA
Pindaí,2924504,904,5551.12066,2021-12-01,0.0122,11,16285.0,16260.0,True,465,city,BA
Pindobaçu,2924603,1644,8179.9184,2021-12-01,0.0189,31,20098.0,20150.0,True,465,city,BA
Pintadas,2924652,962,9255.33962,2021-12-01,0.0083,8,10394.0,10437.0,True,469,city,BA
Piraí do Norte,2924678,934,9306.49661,2021-12-01,0.0128,12,10036.0,10023.0,True,467,city,BA
Piripá,2924702,997,9517.89976,2021-12-01,0.009,9,10475.0,10707.0,True,520,city,BA
Piritiba,2924801,763,3056.40122,2021-12-01,0.0197,15,24964.0,24755.0,True,477,city,BA
Planaltino,2924900,630,6723.58591,2021-12-01,0.0143,9,9370.0,9322.0,True,418,city,BA
Planalto,2925006,1940,7341.25482,2021-12-01,0.017,33,26426.0,26265.0,True,459,city,BA
Poções,2925105,4057,8654.19484,2021-12-01,0.0205,83,46879.0,46871.0,True,466,city,BA
Pojuca,2925204,4194,10492.34464,2021-12-01,0.0124,52,39972.0,39519.0,True,527,city,BA
Ponto Novo,2925253,690,4656.18463,2021-12-01,0.0174,12,14819.0,14914.0,True,480,city,BA
Porto Seguro,2925303,13068,8673.95027,2021-12-01,0.0188,246,150658.0,148686.0,True,540,city,BA
Potiraguá,2925402,544,7865.81839,2021-12-01,0.0221,12,6916.0,7224.0,True,486,city,BA
Prado,2925501,2345,8317.37249,2021-12-01,0.0247,58,28194.0,28174.0,True,539,city,BA
Presidente Dutra,2925600,1520,10026.38522,2021-12-01,0.0171,26,15160.0,15142.0,True,485,city,BA
Presidente Jânio Quadros,2925709,723,5936.44798,2021-12-01,0.018,13,12179.0,12338.0,True,480,city,BA
Presidente Tancredo Neves,2925758,1858,6634.76646,2021-12-01,0.0221,41,28004.0,27719.0,True,485,city,BA
Queimadas,2925808,1641,6452.24708,2021-12-01,0.0268,44,25433.0,25439.0,True,481,city,BA
Quijingue,2925907,501,1813.50901,2021-12-01,0.0419,21,27626.0,27580.0,True,457,city,BA
Quixabeira,2925931,835,9323.35864,2021-12-01,0.0096,8,8956.0,8972.0,True,483,city,BA
Rafael Jambeiro,2925956,1302,5752.66204,2021-12-01,0.0192,25,22633.0,22621.0,True,493,city,BA
Remanso,2926004,2710,6582.46296,2021-12-01,0.0284,77,41170.0,41008.0,True,491,city,BA
Retirolândia,2926103,1659,11445.32597,2021-12-01,0.0078,13,14495.0,14396.0,True,492,city,BA
Riachão das Neves,2926202,1497,6702.78499,2021-12-01,0.0301,45,22334.0,22339.0,True,469,city,BA
Riachão do Jacuípe,2926301,4790,14312.1788,2021-12-01,0.0102,49,33468.0,33436.0,True,476,city,BA
Riacho de Santana,2926400,1847,5189.2226,2021-12-01,0.0222,41,35593.0,35421.0,True,473,city,BA
Ribeira do Amparo,2926509,1064,7281.68629,2021-12-01,0.0085,9,14612.0,14592.0,True,472,city,BA
Ribeira do Pombal,2926608,5465,10128.62332,2021-12-01,0.0132,72,53956.0,53807.0,True,506,city,BA
Ribeirão do Largo,2926657,467,8740.40801,2021-12-01,0.0214,10,5343.0,5812.0,True,462,city,BA
Rio de Contas,2926707,742,5737.70492,2021-12-01,0.0094,7,12932.0,12989.0,True,431,city,BA
Rio do Antônio,2926806,1042,6745.20974,2021-12-01,0.0163,17,15448.0,15371.0,True,468,city,BA
Rio do Pires,2926905,323,2769.44182,2021-12-01,0.0341,11,11663.0,11655.0,True,515,city,BA
Rio Real,2927002,3120,7614.2132,2021-12-01,0.0151,47,40976.0,40732.0,True,503,city,BA
Rodelas,2927101,345,3653.88689,2021-12-01,0.0203,7,9442.0,9331.0,True,483,city,BA
Ruy Barbosa,2927200,2706,8769.48504,2021-12-01,0.0122,33,30857.0,30814.0,True,482,city,BA
Salinas da Margarida,2927309,1510,9519.60661,2021-12-01,0.0139,21,15862.0,15667.0,True,468,city,BA
Salvador,2927408,238447,8260.19902,2021-12-01,0.0339,8082,2886698.0,2872347.0,True,542,city,BA
Santa Bárbara,2927507,1558,7460.6139,2021-12-01,0.0148,23,20883.0,20791.0,True,497,city,BA
Santa Brígida,2927606,975,6933.08682,2021-12-01,0.0215,21,14063.0,14213.0,True,471,city,BA
Santa Cruz Cabrália,2927705,3144,11259.9384,2021-12-01,0.0111,35,27922.0,27778.0,True,523,city,BA
Santa Cruz da Vitória,2927804,670,10672.1886,2021-12-01,0.0134,9,6278.0,6315.0,True,464,city,BA
Santa Inês,2927903,690,6505.75146,2021-12-01,0.0174,12,10606.0,10631.0,True,469,city,BA
Santaluz,2928000,3425,9125.78935,2021-12-01,0.0152,52,37531.0,37348.0,True,498,city,BA
Santa Luzia,2928059,1183,9502.77131,2021-12-01,0.027,32,12449.0,12597.0,True,516,city,BA
Santa Maria da Vitória,2928109,3366,8462.60214,2021-12-01,0.0187,63,39775.0,39845.0,True,520,city,BA
Santana,2928208,647,2422.76727,2021-12-01,0.068,44,26705.0,26614.0,True,438,city,BA
Santanópolis,2928307,713,7952.26411,2021-12-01,0.0168,12,8966.0,8943.0,True,487,city,BA
Santa Rita de Cássia,2928406,2727,9574.80426,2021-12-01,0.0143,39,28481.0,28338.0,True,466,city,BA
Santa Teresinha,2928505,663,6336.00917,2021-12-01,0.0166,11,10464.0,10405.0,True,511,city,BA
Santo Amaro,2928604,3256,5414.84426,2021-12-01,0.0273,89,60131.0,60069.0,True,496,city,BA
Santo Antônio de Jesus,2928703,13345,13034.77242,2021-12-01,0.0127,169,102380.0,101512.0,True,493,city,BA
Santo Estêvão,2928802,4620,8672.96176,2021-12-01,0.0141,65,53269.0,52850.0,True,486,city,BA
São Desidério,2928901,3436,10027.43244,2021-12-01,0.0146,50,34266.0,33742.0,True,481,city,BA
São Domingos,2928950,1067,11761.46384,2021-12-01,0.0112,12,9072.0,9058.0,True,531,city,BA
São Felipe,2929107,3428,16261.85958,2021-12-01,0.009,31,21080.0,21074.0,True,497,city,BA
São Félix,2929008,1012,6855.43964,2021-12-01,0.0079,8,14762.0,14740.0,True,467,city,BA
São Félix do Coribe,2929057,1131,7311.86967,2021-12-01,0.0248,28,15468.0,15391.0,True,438,city,BA
São Francisco do Conde,2929206,3801,9444.65151,2021-12-01,0.0182,69,40245.0,39802.0,True,519,city,BA
São Gabriel,2929255,1809,9627.97381,2021-12-01,0.0083,15,18789.0,18793.0,True,459,city,BA
São Gonçalo dos Campos,2929305,2519,6639.0807,2021-12-01,0.0139,35,37942.0,37550.0,True,493,city,BA
São José da Vitória,2929354,753,13427.24679,2021-12-01,0.0106,8,5608.0,5657.0,True,502,city,BA
São José do Jacuípe,2929370,519,4940.50452,2021-12-01,0.0039,2,10505.0,10462.0,True,466,city,BA
São Miguel das Matas,2929404,894,7638.41422,2021-12-01,0.0089,8,11704.0,11675.0,True,456,city,BA
São Sebastião do Passé,2929503,3607,8118.38848,2021-12-01,0.0261,94,44430.0,44300.0,True,490,city,BA
Sapeaçu,2929602,1925,11057.49899,2021-12-01,0.0125,24,17409.0,17398.0,True,472,city,BA
Sátiro Dias,2929701,842,4866.48942,2021-12-01,0.0178,15,17302.0,17273.0,True,501,city,BA
Saubara,2929750,643,5311.85461,2021-12-01,0.0295,19,12105.0,12043.0,True,493,city,BA
Saúde,2929800,656,5068.37673,2021-12-01,0.0061,4,12943.0,12913.0,True,480,city,BA
Seabra,2929909,6241,14109.05638,2021-12-01,0.0146,91,44234.0,44091.0,True,497,city,BA
Sebastião Laranjeiras,2930006,497,4317.23419,2021-12-01,0.0181,9,11512.0,11434.0,True,432,city,BA
Senhor do Bonfim,2930105,5254,6615.12893,2021-12-01,0.0166,87,79424.0,79015.0,True,483,city,BA
Sento Sé,2930204,1220,2976.4083,2021-12-01,0.0385,47,40989.0,40684.0,True,480,city,BA
Serra do Ramalho,2930154,879,2797.93736,2021-12-01,0.0364,32,31416.0,31472.0,True,513,city,BA
Serra Dourada,2930303,562,3244.61636,2021-12-01,0.0302,17,17321.0,17386.0,True,462,city,BA
Serra Preta,2930402,884,6014.01456,2021-12-01,0.0226,20,14699.0,14878.0,True,503,city,BA
Serrinha,2930501,7798,9593.2879,2021-12-01,0.0131,102,81286.0,80861.0,True,517,city,BA
Serrolândia,2930600,1138,8463.48356,2021-12-01,0.0114,13,13446.0,13397.0,True,488,city,BA
Simões Filho,2930709,9501,6997.19405,2021-12-01,0.025,238,135783.0,134377.0,True,521,city,BA
Sítio do Mato,2930758,231,1768.89501,2021-12-01,0.0433,10,13059.0,13012.0,True,399,city,BA
Sítio do Quinto,2930766,593,6112.77188,2021-12-01,0.0185,11,9701.0,9986.0,True,461,city,BA
Sobradinho,2930774,2201,9473.5936,2021-12-01,0.0277,61,23233.0,23191.0,True,481,city,BA
Souto Soares,2930808,988,5794.72141,2021-12-01,0.0223,22,17050.0,16979.0,True,470,city,BA
Tabocas do Brejo Velho,2930907,293,2341.00352,2021-12-01,0.0375,11,12516.0,12518.0,True,474,city,BA
Tanhaçu,2931004,1484,7277.00682,2021-12-01,0.0175,26,20393.0,20403.0,True,466,city,BA
Tanque Novo,2931053,1093,6266.12395,2021-12-01,0.0128,14,17443.0,17366.0,True,459,city,BA
Tanquinho,2931103,834,10519.67709,2021-12-01,0.0204,17,7928.0,7918.0,True,466,city,BA
